ProductKey	CustomerKey	OrderQuantity	UnitPrice	TotalProductCost	SalesAmount	OrderDate
346	25861	1	3399,99	1912,1544	3399,99	06/01/2011 0:00
314	16629	1	3578,27	2171,2942	3578,27	06/01/2011 0:00
350	11025	1	3374,99	1898,0944	3374,99	06/01/2011 0:00
312	27577	1	3578,27	2171,2942	3578,27	06/01/2011 0:00
312	27604	1	3578,27	2171,2942	3578,27	07/01/2011 0:00
310	16522	1	3578,27	2171,2942	3578,27	07/01/2011 0:00
346	11002	1	3399,99	1912,1544	3399,99	07/01/2011 0:00
311	13261	1	3578,27	2171,2942	3578,27	08/01/2011 0:00
312	11606	1	3578,27	2171,2942	3578,27	08/01/2011 0:00
310	13563	1	3578,27	2171,2942	3578,27	08/01/2011 0:00
312	16527	1	3578,27	2171,2942	3578,27	08/01/2011 0:00
310	27671	1	3578,27	2171,2942	3578,27	09/01/2011 0:00
314	13576	1	3578,27	2171,2942	3578,27	09/01/2011 0:00
347	11007	1	3399,99	1912,1544	3399,99	09/01/2011 0:00
313	16631	1	3578,27	2171,2942	3578,27	09/01/2011 0:00
311	16514	1	3578,27	2171,2942	3578,27	10/01/2011 0:00
312	16616	1	3578,27	2171,2942	3578,27	10/01/2011 0:00
314	27623	1	3578,27	2171,2942	3578,27	11/01/2011 0:00
313	27625	1	3578,27	2171,2942	3578,27	11/01/2011 0:00
314	27636	1	3578,27	2171,2942	3578,27	11/01/2011 0:00
311	11591	1	3578,27	2171,2942	3578,27	11/01/2011 0:00
313	11592	1	3578,27	2171,2942	3578,27	11/01/2011 0:00
311	13265	1	3578,27	2171,2942	3578,27	11/01/2011 0:00
310	16482	1	3578,27	2171,2942	3578,27	11/01/2011 0:00
312	27617	1	3578,27	2171,2942	3578,27	12/01/2011 0:00
311	27670	1	3578,27	2171,2942	3578,27	12/01/2011 0:00
332	19941	1	699,0982	413,1463	699,0982	12/01/2011 0:00
350	11017	1	3374,99	1898,0944	3374,99	12/01/2011 0:00
310	27646	1	3578,27	2171,2942	3578,27	13/01/2011 0:00
310	13257	1	3578,27	2171,2942	3578,27	13/01/2011 0:00
314	16352	1	3578,27	2171,2942	3578,27	13/01/2011 0:00
310	16493	1	3578,27	2171,2942	3578,27	13/01/2011 0:00
314	27578	1	3578,27	2171,2942	3578,27	14/01/2011 0:00
313	16525	1	3578,27	2171,2942	3578,27	14/01/2011 0:00
310	16612	1	3578,27	2171,2942	3578,27	14/01/2011 0:00
346	11010	1	3399,99	1912,1544	3399,99	14/01/2011 0:00
313	16518	1	3578,27	2171,2942	3578,27	15/01/2011 0:00
350	11001	1	3374,99	1898,0944	3374,99	15/01/2011 0:00
312	27649	1	3578,27	2171,2942	3578,27	16/01/2011 0:00
312	21659	1	3578,27	2171,2942	3578,27	16/01/2011 0:00
312	27614	1	3578,27	2171,2942	3578,27	16/01/2011 0:00
330	14559	1	699,0982	413,1463	699,0982	16/01/2011 0:00
312	16524	1	3578,27	2171,2942	3578,27	16/01/2011 0:00
314	16526	1	3578,27	2171,2942	3578,27	16/01/2011 0:00
313	16348	1	3578,27	2171,2942	3578,27	16/01/2011 0:00
347	11027	1	3399,99	1912,1544	3399,99	16/01/2011 0:00
314	13260	1	3578,27	2171,2942	3578,27	17/01/2011 0:00
311	16515	1	3578,27	2171,2942	3578,27	17/01/2011 0:00
345	11018	1	3399,99	1912,1544	3399,99	17/01/2011 0:00
326	25252	1	699,0982	413,1463	699,0982	17/01/2011 0:00
311	11599	1	3578,27	2171,2942	3578,27	18/01/2011 0:00
312	16495	1	3578,27	2171,2942	3578,27	18/01/2011 0:00
312	16516	1	3578,27	2171,2942	3578,27	18/01/2011 0:00
312	16620	1	3578,27	2171,2942	3578,27	18/01/2011 0:00
310	27667	1	3578,27	2171,2942	3578,27	19/01/2011 0:00
311	11601	1	3578,27	2171,2942	3578,27	19/01/2011 0:00
311	11607	1	3578,27	2171,2942	3578,27	19/01/2011 0:00
344	29385	1	3399,99	1912,1544	3399,99	19/01/2011 0:00
351	11239	1	3374,99	1898,0944	3374,99	19/01/2011 0:00
351	25865	1	3374,99	1898,0944	3374,99	19/01/2011 0:00
344	25857	1	3399,99	1912,1544	3399,99	19/01/2011 0:00
314	16484	1	3578,27	2171,2942	3578,27	19/01/2011 0:00
312	16623	1	3578,27	2171,2942	3578,27	19/01/2011 0:00
344	11000	1	3399,99	1912,1544	3399,99	19/01/2011 0:00
347	11029	1	3399,99	1912,1544	3399,99	19/01/2011 0:00
312	27615	1	3578,27	2171,2942	3578,27	20/01/2011 0:00
342	17956	1	699,0982	413,1463	699,0982	20/01/2011 0:00
312	16345	1	3578,27	2171,2942	3578,27	20/01/2011 0:00
310	16521	1	3578,27	2171,2942	3578,27	20/01/2011 0:00
312	16636	1	3578,27	2171,2942	3578,27	20/01/2011 0:00
311	21710	1	3578,27	2171,2942	3578,27	21/01/2011 0:00
311	13583	1	3578,27	2171,2942	3578,27	21/01/2011 0:00
312	11593	1	3578,27	2171,2942	3578,27	21/01/2011 0:00
314	21741	1	3578,27	2171,2942	3578,27	22/01/2011 0:00
310	13585	1	3578,27	2171,2942	3578,27	22/01/2011 0:00
328	14510	1	699,0982	413,1463	699,0982	22/01/2011 0:00
312	16523	1	3578,27	2171,2942	3578,27	22/01/2011 0:00
312	11611	1	3578,27	2171,2942	3578,27	23/01/2011 0:00
313	13259	1	3578,27	2171,2942	3578,27	23/01/2011 0:00
310	16350	1	3578,27	2171,2942	3578,27	23/01/2011 0:00
345	11004	1	3399,99	1912,1544	3399,99	23/01/2011 0:00
346	11026	1	3399,99	1912,1544	3399,99	23/01/2011 0:00
312	27662	1	3578,27	2171,2942	3578,27	24/01/2011 0:00
350	28390	1	3374,99	1898,0944	3374,99	24/01/2011 0:00
350	25866	1	3374,99	1898,0944	3374,99	24/01/2011 0:00
311	16494	1	3578,27	2171,2942	3578,27	24/01/2011 0:00
314	16496	1	3578,27	2171,2942	3578,27	24/01/2011 0:00
310	16519	1	3578,27	2171,2942	3578,27	24/01/2011 0:00
312	16528	1	3578,27	2171,2942	3578,27	24/01/2011 0:00
346	11006	1	3399,99	1912,1544	3399,99	24/01/2011 0:00
312	27651	1	3578,27	2171,2942	3578,27	25/01/2011 0:00
310	27663	1	3578,27	2171,2942	3578,27	25/01/2011 0:00
313	27669	1	3578,27	2171,2942	3578,27	25/01/2011 0:00
342	19942	1	699,0982	413,1463	699,0982	25/01/2011 0:00
338	14558	1	699,0982	413,1463	699,0982	25/01/2011 0:00
313	16349	1	3578,27	2171,2942	3578,27	25/01/2011 0:00
348	11008	1	3374,99	1898,0944	3374,99	25/01/2011 0:00
338	25250	1	699,0982	413,1463	699,0982	25/01/2011 0:00
310	27605	1	3578,27	2171,2942	3578,27	26/01/2011 0:00
310	27611	1	3578,27	2171,2942	3578,27	26/01/2011 0:00
311	16347	1	3578,27	2171,2942	3578,27	26/01/2011 0:00
349	11028	1	3374,99	1898,0944	3374,99	26/01/2011 0:00
310	13584	1	3578,27	2171,2942	3578,27	26/01/2011 0:00
310	21727	1	3578,27	2171,2942	3578,27	27/01/2011 0:00
348	28393	1	3374,99	1898,0944	3374,99	27/01/2011 0:00
348	19802	1	3374,99	1898,0944	3374,99	27/01/2011 0:00
324	26620	1	699,0982	413,1463	699,0982	27/01/2011 0:00
350	11009	1	3374,99	1898,0944	3374,99	27/01/2011 0:00
313	27641	1	3578,27	2171,2942	3578,27	28/01/2011 0:00
311	27673	1	3578,27	2171,2942	3578,27	28/01/2011 0:00
326	17957	1	699,0982	413,1463	699,0982	28/01/2011 0:00
314	13406	1	3578,27	2171,2942	3578,27	28/01/2011 0:00
312	16630	1	3578,27	2171,2942	3578,27	28/01/2011 0:00
313	22041	1	3578,27	2171,2942	3578,27	29/01/2011 0:00
314	12124	1	3578,27	2171,2942	3578,27	29/01/2011 0:00
313	28066	1	3578,27	2171,2942	3578,27	29/01/2011 0:00
313	16743	1	3578,27	2171,2942	3578,27	29/01/2011 0:00
310	13546	1	3578,27	2171,2942	3578,27	29/01/2011 0:00
312	28018	1	3578,27	2171,2942	3578,27	30/01/2011 0:00
310	12132	1	3578,27	2171,2942	3578,27	30/01/2011 0:00
314	16661	1	3578,27	2171,2942	3578,27	30/01/2011 0:00
351	11055	1	3374,99	1898,0944	3374,99	31/01/2011 0:00
314	16662	1	3578,27	2171,2942	3578,27	31/01/2011 0:00
313	16740	1	3578,27	2171,2942	3578,27	31/01/2011 0:00
322	25270	1	699,0982	413,1463	699,0982	31/01/2011 0:00
312	28038	1	3578,27	2171,2942	3578,27	01/02/2011 0:00
313	13548	1	3578,27	2171,2942	3578,27	01/02/2011 0:00
314	16741	1	3578,27	2171,2942	3578,27	01/02/2011 0:00
347	11031	1	3399,99	1912,1544	3399,99	01/02/2011 0:00
346	11034	1	3399,99	1912,1544	3399,99	01/02/2011 0:00
334	20048	1	699,0982	413,1463	699,0982	02/02/2011 0:00
311	28065	1	3578,27	2171,2942	3578,27	02/02/2011 0:00
312	17047	1	3578,27	2171,2942	3578,27	02/02/2011 0:00
310	16686	1	3578,27	2171,2942	3578,27	02/02/2011 0:00
312	16659	1	3578,27	2171,2942	3578,27	02/02/2011 0:00
336	25294	1	699,0982	413,1463	699,0982	02/02/2011 0:00
314	13600	1	3578,27	2171,2942	3578,27	03/02/2011 0:00
310	17051	1	3578,27	2171,2942	3578,27	03/02/2011 0:00
338	14565	1	699,0982	413,1463	699,0982	03/02/2011 0:00
344	11054	1	3399,99	1912,1544	3399,99	03/02/2011 0:00
310	16675	1	3578,27	2171,2942	3578,27	03/02/2011 0:00
313	16687	1	3578,27	2171,2942	3578,27	03/02/2011 0:00
310	16712	1	3578,27	2171,2942	3578,27	03/02/2011 0:00
345	11047	1	3399,99	1912,1544	3399,99	03/02/2011 0:00
310	27726	1	3578,27	2171,2942	3578,27	04/02/2011 0:00
311	28014	1	3578,27	2171,2942	3578,27	04/02/2011 0:00
311	16696	1	3578,27	2171,2942	3578,27	04/02/2011 0:00
312	16639	1	3578,27	2171,2942	3578,27	04/02/2011 0:00
342	20049	1	699,0982	413,1463	699,0982	05/02/2011 0:00
311	13602	1	3578,27	2171,2942	3578,27	05/02/2011 0:00
314	13661	1	3578,27	2171,2942	3578,27	05/02/2011 0:00
344	11030	1	3399,99	1912,1544	3399,99	05/02/2011 0:00
313	28068	1	3578,27	2171,2942	3578,27	06/02/2011 0:00
312	16658	1	3578,27	2171,2942	3578,27	06/02/2011 0:00
348	11035	1	3374,99	1898,0944	3374,99	06/02/2011 0:00
349	11046	1	3374,99	1898,0944	3374,99	06/02/2011 0:00
311	28031	1	3578,27	2171,2942	3578,27	07/02/2011 0:00
312	28076	1	3578,27	2171,2942	3578,27	07/02/2011 0:00
314	16685	1	3578,27	2171,2942	3578,27	07/02/2011 0:00
312	16745	1	3578,27	2171,2942	3578,27	07/02/2011 0:00
351	11038	1	3374,99	1898,0944	3374,99	07/02/2011 0:00
347	11039	1	3399,99	1912,1544	3399,99	07/02/2011 0:00
313	28040	1	3578,27	2171,2942	3578,27	08/02/2011 0:00
313	28067	1	3578,27	2171,2942	3578,27	08/02/2011 0:00
310	28071	1	3578,27	2171,2942	3578,27	08/02/2011 0:00
311	16684	1	3578,27	2171,2942	3578,27	08/02/2011 0:00
314	16657	1	3578,27	2171,2942	3578,27	08/02/2011 0:00
314	21939	1	3578,27	2171,2942	3578,27	09/02/2011 0:00
312	28039	1	3578,27	2171,2942	3578,27	09/02/2011 0:00
312	13687	1	3578,27	2171,2942	3578,27	09/02/2011 0:00
312	13540	1	3578,27	2171,2942	3578,27	09/02/2011 0:00
310	28063	1	3578,27	2171,2942	3578,27	09/02/2011 0:00
312	16703	1	3578,27	2171,2942	3578,27	09/02/2011 0:00
310	28030	1	3578,27	2171,2942	3578,27	10/02/2011 0:00
322	14576	1	699,0982	413,1463	699,0982	10/02/2011 0:00
351	11048	1	3374,99	1898,0944	3374,99	10/02/2011 0:00
314	16664	1	3578,27	2171,2942	3578,27	10/02/2011 0:00
342	25271	1	699,0982	413,1463	699,0982	10/02/2011 0:00
314	28017	1	3578,27	2171,2942	3578,27	11/02/2011 0:00
311	13545	1	3578,27	2171,2942	3578,27	11/02/2011 0:00
313	13515	1	3578,27	2171,2942	3578,27	11/02/2011 0:00
310	28070	1	3578,27	2171,2942	3578,27	11/02/2011 0:00
310	28042	1	3578,27	2171,2942	3578,27	12/02/2011 0:00
344	11244	1	3399,99	1912,1544	3399,99	12/02/2011 0:00
312	28083	1	3578,27	2171,2942	3578,27	12/02/2011 0:00
344	25872	1	3399,99	1912,1544	3399,99	12/02/2011 0:00
310	16660	1	3578,27	2171,2942	3578,27	12/02/2011 0:00
311	16638	1	3578,27	2171,2942	3578,27	12/02/2011 0:00
314	16929	1	3578,27	2171,2942	3578,27	14/02/2011 0:00
314	27681	1	3578,27	2171,2942	3578,27	15/02/2011 0:00
312	21813	1	3578,27	2171,2942	3578,27	15/02/2011 0:00
310	27920	1	3578,27	2171,2942	3578,27	15/02/2011 0:00
310	28022	1	3578,27	2171,2942	3578,27	15/02/2011 0:00
348	11033	1	3374,99	1898,0944	3374,99	15/02/2011 0:00
311	28047	1	3578,27	2171,2942	3578,27	15/02/2011 0:00
311	27918	1	3578,27	2171,2942	3578,27	16/02/2011 0:00
313	28044	1	3578,27	2171,2942	3578,27	16/02/2011 0:00
336	14572	1	699,0982	413,1463	699,0982	16/02/2011 0:00
342	19325	1	699,0982	413,1463	699,0982	16/02/2011 0:00
310	28061	1	3578,27	2171,2942	3578,27	16/02/2011 0:00
334	26629	1	699,0982	413,1463	699,0982	16/02/2011 0:00
310	16744	1	3578,27	2171,2942	3578,27	16/02/2011 0:00
320	25555	1	699,0982	413,1463	699,0982	16/02/2011 0:00
312	27678	1	3578,27	2171,2942	3578,27	17/02/2011 0:00
314	27759	1	3578,27	2171,2942	3578,27	17/02/2011 0:00
310	13680	1	3578,27	2171,2942	3578,27	17/02/2011 0:00
310	13514	1	3578,27	2171,2942	3578,27	17/02/2011 0:00
349	11052	1	3374,99	1898,0944	3374,99	17/02/2011 0:00
312	16928	1	3578,27	2171,2942	3578,27	17/02/2011 0:00
313	27917	1	3578,27	2171,2942	3578,27	18/02/2011 0:00
311	13693	1	3578,27	2171,2942	3578,27	18/02/2011 0:00
350	11247	1	3374,99	1898,0944	3374,99	18/02/2011 0:00
310	28078	1	3578,27	2171,2942	3578,27	18/02/2011 0:00
350	25876	1	3374,99	1898,0944	3374,99	18/02/2011 0:00
310	16701	1	3578,27	2171,2942	3578,27	18/02/2011 0:00
311	16931	1	3578,27	2171,2942	3578,27	18/02/2011 0:00
348	11032	1	3374,99	1898,0944	3374,99	18/02/2011 0:00
313	22008	1	3578,27	2171,2942	3578,27	19/02/2011 0:00
349	19830	1	3374,99	1898,0944	3374,99	19/02/2011 0:00
314	16663	1	3578,27	2171,2942	3578,27	19/02/2011 0:00
314	16708	1	3578,27	2171,2942	3578,27	19/02/2011 0:00
310	17045	1	3578,27	2171,2942	3578,27	19/02/2011 0:00
310	21921	1	3578,27	2171,2942	3578,27	20/02/2011 0:00
312	17048	1	3578,27	2171,2942	3578,27	20/02/2011 0:00
350	11050	1	3374,99	1898,0944	3374,99	20/02/2011 0:00
311	12131	1	3578,27	2171,2942	3578,27	21/02/2011 0:00
313	13689	1	3578,27	2171,2942	3578,27	21/02/2011 0:00
344	11243	1	3399,99	1912,1544	3399,99	21/02/2011 0:00
314	16693	1	3578,27	2171,2942	3578,27	21/02/2011 0:00
313	16702	1	3578,27	2171,2942	3578,27	21/02/2011 0:00
312	16707	1	3578,27	2171,2942	3578,27	21/02/2011 0:00
310	17046	1	3578,27	2171,2942	3578,27	21/02/2011 0:00
328	25272	1	699,0982	413,1463	699,0982	21/02/2011 0:00
344	25868	1	3399,99	1912,1544	3399,99	21/02/2011 0:00
342	17971	1	699,0982	413,1463	699,0982	22/02/2011 0:00
351	11057	1	3374,99	1898,0944	3374,99	22/02/2011 0:00
313	16742	1	3578,27	2171,2942	3578,27	22/02/2011 0:00
313	13678	1	3578,27	2171,2942	3578,27	23/02/2011 0:00
311	13679	1	3578,27	2171,2942	3578,27	23/02/2011 0:00
314	13690	1	3578,27	2171,2942	3578,27	23/02/2011 0:00
344	28394	1	3399,99	1912,1544	3399,99	23/02/2011 0:00
313	28064	1	3578,27	2171,2942	3578,27	23/02/2011 0:00
344	25878	1	3399,99	1912,1544	3399,99	23/02/2011 0:00
314	16713	1	3578,27	2171,2942	3578,27	23/02/2011 0:00
314	13538	1	3578,27	2171,2942	3578,27	24/02/2011 0:00
310	17050	1	3578,27	2171,2942	3578,27	24/02/2011 0:00
310	13691	1	3578,27	2171,2942	3578,27	25/02/2011 0:00
314	16637	1	3578,27	2171,2942	3578,27	25/02/2011 0:00
338	19329	1	699,0982	413,1463	699,0982	26/02/2011 0:00
314	13542	1	3578,27	2171,2942	3578,27	26/02/2011 0:00
310	13543	1	3578,27	2171,2942	3578,27	26/02/2011 0:00
314	13559	1	3578,27	2171,2942	3578,27	26/02/2011 0:00
338	14577	1	699,0982	413,1463	699,0982	26/02/2011 0:00
350	11056	1	3374,99	1898,0944	3374,99	26/02/2011 0:00
313	16688	1	3578,27	2171,2942	3578,27	26/02/2011 0:00
342	25273	1	699,0982	413,1463	699,0982	26/02/2011 0:00
310	27919	1	3578,27	2171,2942	3578,27	27/02/2011 0:00
310	28041	1	3578,27	2171,2942	3578,27	27/02/2011 0:00
344	11240	1	3399,99	1912,1544	3399,99	27/02/2011 0:00
310	22050	1	3578,27	2171,2942	3578,27	27/02/2011 0:00
310	28062	1	3578,27	2171,2942	3578,27	27/02/2011 0:00
344	25867	1	3399,99	1912,1544	3399,99	27/02/2011 0:00
310	17049	1	3578,27	2171,2942	3578,27	27/02/2011 0:00
313	13541	1	3578,27	2171,2942	3578,27	28/02/2011 0:00
349	28395	1	3374,99	1898,0944	3374,99	28/02/2011 0:00
349	19829	1	3374,99	1898,0944	3374,99	28/02/2011 0:00
313	16691	1	3578,27	2171,2942	3578,27	28/02/2011 0:00
311	16656	1	3578,27	2171,2942	3578,27	28/02/2011 0:00
351	11044	1	3374,99	1898,0944	3374,99	28/02/2011 0:00
310	13821	1	3578,27	2171,2942	3578,27	01/03/2011 0:00
310	28156	1	3578,27	2171,2942	3578,27	01/03/2011 0:00
311	22114	1	3578,27	2171,2942	3578,27	01/03/2011 0:00
314	17328	1	3578,27	2171,2942	3578,27	01/03/2011 0:00
310	13765	1	3578,27	2171,2942	3578,27	02/03/2011 0:00
311	13792	1	3578,27	2171,2942	3578,27	02/03/2011 0:00
311	12221	1	3578,27	2171,2942	3578,27	02/03/2011 0:00
313	13572	1	3578,27	2171,2942	3578,27	02/03/2011 0:00
313	22058	1	3578,27	2171,2942	3578,27	02/03/2011 0:00
313	28145	1	3578,27	2171,2942	3578,27	02/03/2011 0:00
312	17071	1	3578,27	2171,2942	3578,27	02/03/2011 0:00
310	17309	1	3578,27	2171,2942	3578,27	02/03/2011 0:00
313	17310	1	3578,27	2171,2942	3578,27	02/03/2011 0:00
310	17320	1	3578,27	2171,2942	3578,27	02/03/2011 0:00
310	28172	1	3578,27	2171,2942	3578,27	03/03/2011 0:00
312	17242	1	3578,27	2171,2942	3578,27	03/03/2011 0:00
312	17315	1	3578,27	2171,2942	3578,27	03/03/2011 0:00
328	25558	1	699,0982	413,1463	699,0982	03/03/2011 0:00
346	11334	1	3399,99	1912,1544	3399,99	04/03/2011 0:00
312	28168	1	3578,27	2171,2942	3578,27	04/03/2011 0:00
311	28181	1	3578,27	2171,2942	3578,27	04/03/2011 0:00
313	28131	1	3578,27	2171,2942	3578,27	04/03/2011 0:00
346	25887	1	3399,99	1912,1544	3399,99	04/03/2011 0:00
314	17055	1	3578,27	2171,2942	3578,27	04/03/2011 0:00
311	13567	1	3578,27	2171,2942	3578,27	05/03/2011 0:00
311	28182	1	3578,27	2171,2942	3578,27	05/03/2011 0:00
312	28186	1	3578,27	2171,2942	3578,27	05/03/2011 0:00
314	13772	1	3578,27	2171,2942	3578,27	06/03/2011 0:00
311	28185	1	3578,27	2171,2942	3578,27	06/03/2011 0:00
314	28193	1	3578,27	2171,2942	3578,27	06/03/2011 0:00
310	28088	1	3578,27	2171,2942	3578,27	06/03/2011 0:00
313	17065	1	3578,27	2171,2942	3578,27	06/03/2011 0:00
338	14581	1	699,0982	413,1463	699,0982	06/03/2011 0:00
314	17308	1	3578,27	2171,2942	3578,27	06/03/2011 0:00
313	12211	1	3578,27	2171,2942	3578,27	07/03/2011 0:00
311	28179	1	3578,27	2171,2942	3578,27	07/03/2011 0:00
314	28183	1	3578,27	2171,2942	3578,27	07/03/2011 0:00
313	28112	1	3578,27	2171,2942	3578,27	07/03/2011 0:00
338	14584	1	699,0982	413,1463	699,0982	07/03/2011 0:00
312	13784	1	3578,27	2171,2942	3578,27	08/03/2011 0:00
311	17229	1	3578,27	2171,2942	3578,27	08/03/2011 0:00
313	17246	1	3578,27	2171,2942	3578,27	08/03/2011 0:00
314	12220	1	3578,27	2171,2942	3578,27	09/03/2011 0:00
350	11337	1	3374,99	1898,0944	3374,99	09/03/2011 0:00
312	28097	1	3578,27	2171,2942	3578,27	09/03/2011 0:00
350	25888	1	3374,99	1898,0944	3374,99	09/03/2011 0:00
347	11058	1	3399,99	1912,1544	3399,99	09/03/2011 0:00
312	17294	1	3578,27	2171,2942	3578,27	09/03/2011 0:00
310	17299	1	3578,27	2171,2942	3578,27	09/03/2011 0:00
310	28158	1	3578,27	2171,2942	3578,27	10/03/2011 0:00
314	17247	1	3578,27	2171,2942	3578,27	10/03/2011 0:00
310	17280	1	3578,27	2171,2942	3578,27	10/03/2011 0:00
347	25889	1	3399,99	1912,1544	3399,99	12/03/2011 0:00
313	17069	1	3578,27	2171,2942	3578,27	12/03/2011 0:00
334	20052	1	699,0982	413,1463	699,0982	13/03/2011 0:00
322	20054	1	699,0982	413,1463	699,0982	13/03/2011 0:00
348	11061	1	3374,99	1898,0944	3374,99	13/03/2011 0:00
310	17248	1	3578,27	2171,2942	3578,27	13/03/2011 0:00
312	13570	1	3578,27	2171,2942	3578,27	14/03/2011 0:00
312	28164	1	3578,27	2171,2942	3578,27	14/03/2011 0:00
310	17064	1	3578,27	2171,2942	3578,27	14/03/2011 0:00
313	17249	1	3578,27	2171,2942	3578,27	14/03/2011 0:00
314	17295	1	3578,27	2171,2942	3578,27	14/03/2011 0:00
312	28096	1	3578,27	2171,2942	3578,27	15/03/2011 0:00
310	28150	1	3578,27	2171,2942	3578,27	15/03/2011 0:00
313	17259	1	3578,27	2171,2942	3578,27	15/03/2011 0:00
311	17312	1	3578,27	2171,2942	3578,27	15/03/2011 0:00
313	12254	1	3578,27	2171,2942	3578,27	16/03/2011 0:00
311	28159	1	3578,27	2171,2942	3578,27	16/03/2011 0:00
312	28149	1	3578,27	2171,2942	3578,27	16/03/2011 0:00
336	14580	1	699,0982	413,1463	699,0982	16/03/2011 0:00
312	17285	1	3578,27	2171,2942	3578,27	16/03/2011 0:00
347	11250	1	3399,99	1912,1544	3399,99	17/03/2011 0:00
313	28162	1	3578,27	2171,2942	3578,27	17/03/2011 0:00
347	25879	1	3399,99	1912,1544	3399,99	17/03/2011 0:00
311	17257	1	3578,27	2171,2942	3578,27	17/03/2011 0:00
310	13783	1	3578,27	2171,2942	3578,27	18/03/2011 0:00
313	28154	1	3578,27	2171,2942	3578,27	18/03/2011 0:00
312	28170	1	3578,27	2171,2942	3578,27	18/03/2011 0:00
310	17351	1	3578,27	2171,2942	3578,27	18/03/2011 0:00
311	17332	1	3578,27	2171,2942	3578,27	18/03/2011 0:00
312	28180	1	3578,27	2171,2942	3578,27	19/03/2011 0:00
314	13560	1	3578,27	2171,2942	3578,27	19/03/2011 0:00
310	28148	1	3578,27	2171,2942	3578,27	19/03/2011 0:00
311	22109	1	3578,27	2171,2942	3578,27	19/03/2011 0:00
338	14590	1	699,0982	413,1463	699,0982	19/03/2011 0:00
345	11060	1	3399,99	1912,1544	3399,99	19/03/2011 0:00
314	17255	1	3578,27	2171,2942	3578,27	19/03/2011 0:00
311	17258	1	3578,27	2171,2942	3578,27	19/03/2011 0:00
310	13847	1	3578,27	2171,2942	3578,27	20/03/2011 0:00
314	28166	1	3578,27	2171,2942	3578,27	20/03/2011 0:00
322	20060	1	699,0982	413,1463	699,0982	21/03/2011 0:00
313	12255	1	3578,27	2171,2942	3578,27	21/03/2011 0:00
349	28401	1	3374,99	1898,0944	3374,99	21/03/2011 0:00
344	11333	1	3399,99	1912,1544	3399,99	21/03/2011 0:00
344	25886	1	3399,99	1912,1544	3399,99	21/03/2011 0:00
312	17241	1	3578,27	2171,2942	3578,27	21/03/2011 0:00
334	17973	1	699,0982	413,1463	699,0982	21/03/2011 0:00
312	17334	1	3578,27	2171,2942	3578,27	21/03/2011 0:00
310	13841	1	3578,27	2171,2942	3578,27	22/03/2011 0:00
312	28184	1	3578,27	2171,2942	3578,27	22/03/2011 0:00
313	22117	1	3578,27	2171,2942	3578,27	22/03/2011 0:00
312	28191	1	3578,27	2171,2942	3578,27	22/03/2011 0:00
310	17056	1	3578,27	2171,2942	3578,27	22/03/2011 0:00
311	17079	1	3578,27	2171,2942	3578,27	22/03/2011 0:00
311	12217	1	3578,27	2171,2942	3578,27	23/03/2011 0:00
311	13580	1	3578,27	2171,2942	3578,27	23/03/2011 0:00
313	28155	1	3578,27	2171,2942	3578,27	23/03/2011 0:00
